"","GSM333436","GSM333437","GSM333438","GSM333439","GSM333440","GSM333441","GSM333442","GSM333443","GSM333444","GSM333445","GSM333446","GSM333447","GSM333448","GSM333449","GSM333450","GSM333451","GSM333452","GSM333453","GSM333454","GSM333455","GSM333456"
"GAL",2.2595835,4.677125,1.254559,2.7934747,2.9728572,0.12769684,2.3080027,3.6789813,0.5711152,2.7273939,4.408434,2.979281,5.0849023,5.5062933,4.7730303,4.3090425,2.2615626,4.0576987,4.573084,4.1032357,3.7348082
"SFRP5",5.0621986,4.247406,1.8576486,2.9649339,5.477414,1.592393,4.1504774,3.746683,3.475099,4.26459,3.0155048,3.0821128,2.4346797,3.6785367,3.2646785,2.5836713,5.3114,3.0115721,2.8689513,2.300135,2.3702857
"PIR",6.814042,5.943873,5.1209087,6.880013,6.446255,5.1070533,6.57235,6.9231725,5.0812564,5.3695006,6.412317,6.0213375,8.01438,4.892469,4.305113,5.3318496,5.922076,4.6939864,5.297305,4.8615947,4.821589
"MEIS2",3.988632,3.8227654,4.8250165,3.4707954,2.0199764,4.348242,5.0808797,4.993059,4.3901806,3.4234238,4.76472,5.023852,4.776324,1.7073305,4.816413,3.9946907,5.37414,5.074572,3.4402928,4.151409,4.6161537
"CHN2",3.8946028,3.9735627,4.4525337,7.474085,5.2308593,4.7719145,4.483738,5.056573,2.487235,4.5241814,4.9536853,4.318088,4.667583,3.0136447,4.051362,4.2991877,5.3743362,5.483435,5.082615,4.085573,4.6176624
"TUBA4B",4.863672,6.5241203,5.1922855,6.195839,6.3531013,5.302023,5.985637,6.5075808,6.1759086,6.699695,7.021863,5.9077735,6.389014,5.520305,5.1193233,6.4377103,6.0229244,5.952687,6.3134403,5.454759,5.4834447
"MS4A2",4.210192,4.067356,4.4523516,2.4128196,5.77161,1.5614074,2.3773818,2.9275296,0.56200755,2.9263196,3.2039695,3.9335327,3.31352,3.5475774,2.8076615,2.5196822,3.75818,2.1945503,4.5273647,4.624039,1.7355698
"UNC45A",6.544841,5.851657,5.920074,5.4629507,5.3317866,5.59682,5.7614627,6.3434625,6.116844,5.7475886,5.6802793,5.1794996,5.1161404,6.7550807,6.5398517,5.7877536,5.66748,5.1868496,5.9708443,5.9434996,5.500906
"CASP5",1.2852609,4.199041,3.8434198,2.9606845,4.7225585,1.6074132,3.686185,3.6371984,0.7283434,3.4611497,3.8137214,4.50935,3.8527539,1.4627317,3.8897922,4.090822,4.464106,4.441918,4.2474785,1.6639142,3.6289198
"FGF12",2.867566,2.9640617,2.7192345,2.0489013,5.0795774,2.4892266,3.337222,4.195424,1.332032,1.5967702,3.4556253,3.7632542,2.6809108,3.9906445,4.219642,4.4294662,4.114035,2.6072352,3.6093266,2.9138358,4.5072117
"ATP5MC3",11.18242,11.549884,11.073929,11.492154,11.578774,11.411444,11.76847,10.989738,10.336142,10.82237,11.298548,10.312016,11.196161,11.150769,11.270615,11.726701,11.134122,11.497997,11.306754,11.009286,10.922006
"ZNF189",8.072356,6.594924,7.5910163,8.565286,8.199137,9.226661,8.730376,6.803029,7.453096,7.3581476,7.7590146,7.0208716,7.77608,7.026129,7.378959,7.3647423,7.696059,6.8320336,7.200723,7.6023335,6.1033955
"POLR1C",7.491968,7.2501187,6.5492597,7.361044,7.38636,6.8369074,6.881274,7.139749,6.619099,6.533471,7.441604,7.056232,6.8386865,5.928648,6.5012116,6.0963516,6.1298313,6.292252,6.774188,6.06508,6.0129743
"GIPC1",7.520564,6.9936676,6.8489423,7.451087,7.8911424,6.442632,7.4677224,7.561663,7.0087576,7.196219,7.4396243,6.8675237,7.720304,6.9288397,7.3726635,6.2546043,7.244239,7.1563025,7.1417108,6.5785475,7.1416683
"CRYGC",2.9956002,2.5485194,4.021745,1.7398795,4.111364,2.5438297,3.3470848,3.3642733,1.6120193,4.0469923,5.104806,4.5664034,3.7198985,2.8746312,5.1244416,2.5307457,5.1988153,5.7463646,5.2666864,4.8536673,4.4567275
"CRYGD",4.937135,5.614933,4.366375,3.648746,5.8686438,4.1332364,3.67767,3.742163,4.353717,4.6601896,5.988348,4.9909577,5.1576185,4.8876057,5.6394205,5.0371885,5.674827,5.18917,3.7423222,5.16935,4.772387
"NFKB2",7.1616488,6.2715917,6.5609674,5.909219,4.26631,4.9428897,6.659386,7.3704085,2.932211,5.698302,7.3610544,7.779923,7.5069885,6.2752595,6.5484676,5.950865,5.9552913,6.5188274,6.8079658,6.454553,6.4874816
"PFKFB1",6.521648,6.137798,6.384501,7.204571,7.492798,5.362641,4.4909344,5.6988406,6.2937603,6.855707,7.01923,5.3492165,7.303139,7.7837753,7.2732716,8.037949,7.772155,7.28571,8.0230665,6.9038715,6.7353263
"IL4",3.9276175,3.9734886,0.55878913,-1.3565764,-0.4496543,1.3457615,2.4690945,3.5076048,0.6418165,0.31801963,2.446382,3.9076934,3.648182,2.6424875,3.8438928,3.0767696,3.4811783,3.5641022,0.113057114,-0.19646077,4.021201
"EXOSC10",7.972317,7.6083508,7.8930917,7.6371894,8.519834,7.654792,7.6667824,7.299446,7.2898927,7.6054225,7.7254944,7.622751,7.372853,7.3061104,7.7531476,6.9889436,7.344272,7.1244583,7.5094967,6.6105437,6.758628
"P4HA1",8.231207,9.385619,9.362486,8.822384,7.134522,8.278398,9.819829,8.320792,8.783317,9.983378,10.609399,9.824978,8.387105,8.604438,8.8461275,8.65175,8.400346,8.940922,9.501502,8.871431,8.896347
"ADH6",1.478299,3.8391898,2.138011,-1.334272,5.0057955,3.3158376,3.687868,3.3789837,2.9999962,3.1419203,1.4564164,1.1657112,3.4051306,1.8565158,1.7586588,4.053757,1.6878871,2.2604902,0.95782316,-0.07867877,4.5918384
"ATP4B",3.4339542,3.4892676,1.7379507,1.4990051,4.186442,1.9617007,4.493611,4.143172,3.2019324,3.7269468,1.2864044,4.693196,1.5972476,3.2579947,2.3911943,2.0853784,4.0356874,2.996367,4.5216503,3.1557987,4.2467093
"MSL3",7.56767,7.9311833,7.635668,8.60214,8.539636,7.4048896,7.999514,8.14342,7.746266,7.7693086,8.339172,8.027732,7.517719,7.8236027,7.951164,8.173501,7.6742926,8.0375805,8.14851,7.548238,7.479658
"TBXA2R",5.4435253,4.641518,3.599093,3.863532,5.004321,4.7870626,4.7856336,5.2284975,2.6839178,4.532696,4.9840207,5.12502,5.0682645,4.8738756,4.809993,4.7470465,4.8366904,5.0080647,4.5826826,4.751956,4.9756565
"DGKZ",8.105089,7.905295,8.204653,8.315078,9.445085,7.8815465,8.702408,8.80701,8.250349,8.283671,8.364615,6.892484,8.8495,7.110092,7.3444853,6.8132143,6.8003235,7.162215,7.136346,6.6830854,7.0477133
"PITX2",8.218914,8.114513,8.2483635,9.311942,7.2772245,8.793471,8.325076,7.9061217,8.049563,7.579884,8.024092,7.616144,8.140569,8.415246,8.573769,8.859823,8.529344,8.811349,8.368635,8.101586,7.9135838
"ZMYM3",7.5056863,6.7349305,6.69644,7.1291237,7.140938,5.95664,7.1698513,7.3579535,6.5156446,6.893689,7.042111,6.9183407,7.3753805,7.207702,7.511051,7.1283126,7.240547,7.3546867,7.567307,6.8107147,7.2072024
"SLC28A1",5.546809,1.950903,5.1988277,0.9283024,6.0919714,3.5453067,4.8434434,5.640841,3.370724,4.244863,6.0956025,5.7545137,5.114096,5.044647,5.7794433,5.038526,5.512062,4.9610653,6.325715,5.5449276,5.108568
"ROS1",2.488578,0.9855115,4.4551215,0.6138964,0.86623466,3.207248,3.1552136,4.1906385,2.3282948,3.604861,2.9419267,4.168343,4.0937376,3.7849364,4.47519,1.1047851,4.588708,4.057893,4.2683134,2.099914,4.3555636
"GADD45B",6.7380795,6.531364,5.6440983,6.437768,6.2829347,5.654431,6.5447683,6.1950736,5.915778,5.8728395,7.0329547,7.2286963,6.2222276,6.4210405,6.3431563,6.628266,6.6141505,6.4960175,6.3110404,6.2600727,6.6829963
"PIN1P1",5.214206,4.364992,4.9021378,5.199627,6.815487,5.2002144,5.4200187,5.257734,4.788188,4.352165,5.2730517,5.180632,4.9554863,5.1271877,4.6956344,4.982529,5.3717203,5.3484116,4.9904513,4.496114,3.9608955
"ABCD2",3.9953973,2.9896123,0.3397391,3.1365836,4.1060834,-0.038675725,3.4369512,3.3570201,3.2064419,3.1281939,3.122833,2.5202527,3.1837232,1.6552706,1.9573503,1.320182,2.6181612,3.7054446,0.28184345,-1.9288371,1.6949742
"RPL36AL",10.634009,10.768353,10.404388,11.44018,11.027282,10.657486,10.693735,10.817979,10.628213,10.655678,11.087192,10.571032,11.591899,10.246472,10.586601,10.666602,10.507783,10.278063,10.185241,9.901971,9.722322
"SHH",3.9725802,0.053272653,3.3421168,4.6178737,4.8222675,3.1751158,3.9494429,1.7334756,2.3764746,3.9253705,0.38869828,4.1701026,4.5050874,1.3602724,4.2246428,3.2700458,3.9858758,2.645012,3.2473834,1.7750336,3.905176
"ADAM18",2.7042768,0.84625703,4.480824,3.775006,0.45021045,3.9140327,3.1493125,2.6146474,4.048658,2.075002,2.2507699,1.3727852,2.7767222,0.79524434,2.105795,1.5122002,3.3701682,1.9470973,1.800807,4.3525233,4.0735893
"XRCC2",6.8831215,6.4824057,6.304666,5.8707676,5.8797407,6.1919,6.864077,6.052605,5.872128,6.0974317,7.124047,6.149795,5.5315967,6.542391,6.1049175,6.7343554,7.083316,6.6272807,6.9532604,6.5309243,7.1439304
"SULT1B1",5.090781,3.7953722,4.3926992,1.0534389,6.026392,3.7484488,5.365366,4.765751,2.7779121,4.7258782,4.98718,4.8309774,5.4427247,4.2836685,4.8701906,4.292723,5.2249355,3.873043,5.5946794,5.1353946,5.2355404
"ZNF117",5.1302905,4.527878,4.9212537,4.8531804,5.2435613,4.1710753,5.3007193,4.200942,4.493468,4.6621265,5.090076,4.7773046,4.708522,4.750423,5.050054,4.659077,3.346179,5.442342,5.011909,4.768767,4.8925824
"ARHGAP12",6.967256,6.694572,7.872766,7.965549,7.770701,7.0874853,7.540424,7.4250684,6.7274613,6.281627,7.3546615,6.447418,7.664949,6.4072323,7.299716,6.651527,7.2389793,6.671058,7.235412,6.208762,6.4678373
"CYP1A2",5.1253786,4.519168,5.5098963,5.128832,6.246502,4.7362647,5.249154,5.305171,4.110328,4.1553984,5.4768214,6.322759,5.449263,5.4116564,5.8980165,6.573586,5.35061,6.843485,4.976066,5.7452173,5.700168
"CUL1",9.642037,9.195184,9.1232395,9.991443,9.17092,9.413297,9.379039,8.911832,8.847095,8.86488,9.590433,9.06685,9.506519,8.700334,8.818351,8.721742,8.684971,8.829665,8.855167,8.483419,8.354702
"TANK",9.472159,8.694237,8.793833,9.379263,9.248078,8.734771,9.197661,8.988622,8.267683,8.005795,9.492989,8.727399,8.509479,8.459999,8.381824,8.685616,8.206689,8.605028,8.505378,8.220957,8.462132
"BCS1L",8.06239,8.269933,7.5031676,8.431861,8.214884,7.8371663,8.014964,7.791182,7.540732,7.4696393,8.104001,8.093882,8.3810215,7.4885197,7.3081007,7.3469067,7.455225,7.4005303,7.20749,7.1074295,7.2914643
"PEMT",7.8480673,7.1204753,6.968219,7.58921,7.457902,6.463372,7.410316,7.13525,6.9314175,7.1975446,7.6326513,6.2539773,7.109717,6.7097263,6.7742624,6.61403,6.1818256,6.673092,7.041946,5.965556,6.449108
"ABCF2",9.310476,8.828638,8.49838,9.243385,8.843265,8.263419,8.764953,8.839499,8.214059,8.521636,8.953381,8.8064575,8.818571,8.046962,8.055957,7.9972587,7.7668457,7.836606,7.6943035,7.512945,7.7472124
"RPGR",5.8719525,6.217286,5.2748866,7.9131308,6.7809362,6.5775957,5.863756,5.136605,5.322311,6.373392,5.9595804,6.3083806,4.713999,5.2169433,5.1808743,4.7737284,5.360537,5.336758,5.0888557,5.658726,4.3929954
"BUD23",9.8903,9.960209,9.121138,10.250115,10.928412,9.412757,9.869141,10.214904,9.176306,9.8089075,10.461085,9.684398,10.65859,8.779193,8.902544,9.229572,9.080529,9.037965,9.030979,8.592945,8.583404
"CREM",7.4193645,6.702233,6.350974,7.5593543,6.21771,6.8520446,7.1716905,6.444478,6.033702,6.790045,7.1071563,7.3416324,7.654973,6.7445908,6.584713,6.620576,6.7077866,6.788424,6.8379097,6.7921977,6.3962398
"MUSK",4.798153,4.857922,3.7957964,4.825908,3.0116913,5.0806694,4.833316,5.0288877,4.425538,3.4359024,4.6372385,4.214144,3.3913386,3.8838058,4.1230307,4.6963243,4.7808743,3.691339,3.742428,3.944772,4.173573
"NTN3",5.445982,4.9204764,3.3551152,4.4690537,3.1920965,3.3626277,3.7477741,5.35433,4.096026,4.6125364,5.411465,4.302514,4.1783433,5.680524,4.3175035,4.3029976,3.3437688,2.758506,4.743674,4.6465106,4.7141557
"HCRT",4.7075486,4.464738,-0.0686989,3.5727208,5.83431,4.2672606,3.7075067,1.5907358,3.794922,3.1027074,4.2444882,4.99672,1.4108214,4.711796,3.623358,0.46737868,4.2674646,2.6412537,4.529473,4.2627954,4.6426597
"TNFRSF1A",9.489071,8.598402,7.9904523,9.362364,9.438121,8.883354,9.0322075,9.4172735,8.136951,8.4652405,9.264711,9.266065,8.78035,7.40794,7.1095033,7.489869,7.424632,7.376724,7.760842,6.889036,7.1683626
"CDY1",0.31917402,2.250704,1.9143296,3.122967,4.8404956,1.0064247,2.6715095,3.0213048,-0.8737568,-0.5411271,-0.8224107,2.8988385,0.6000758,-0.54530096,-0.38310605,3.2796195,0.7300534,3.9529617,1.3343906,2.6266422,1.3365058
"FOXD2",4.816334,3.737906,4.0750446,2.62498,3.6194155,2.2284837,4.0573783,3.2560654,3.462096,3.1244118,3.835688,3.3737192,2.4792514,4.81857,4.151625,4.0427556,3.866302,3.6058576,1.4675021,3.8491335,4.2141757
"BLNK",0.09499807,2.127367,3.506795,2.845083,5.2485743,3.401635,3.3083725,3.47386,3.0589602,2.3557262,3.075389,2.5600922,3.640247,4.4260063,3.9490201,3.1470833,4.6613755,2.3327622,0.68353784,3.6371574,2.3009315
"MOBP",4.593376,3.3222077,3.9142725,3.0940366,1.5511427,4.2005177,4.2401276,3.4635494,3.416571,3.9418988,4.120957,4.145791,3.7159786,2.5774634,4.3483205,4.3211994,3.638102,3.7364423,3.1091888,3.443811,3.9941356
"ADAM21",3.18336,3.4725845,3.7705467,2.5499387,4.9786735,4.051801,3.920284,3.6878185,3.7914407,4.748743,4.1635823,3.2358484,3.8999026,3.5534942,3.8813243,5.0189776,4.0355077,4.8751693,3.3811693,3.2324405,4.3588943
"PDIA6",8.638655,8.375411,8.077315,9.190626,9.081495,7.966092,8.41804,8.333533,8.282791,8.294101,9.267905,8.626185,9.021048,7.8738823,8.040445,7.9573154,8.326965,7.8712096,8.15782,7.562776,7.908772
"BEST1",4.6177144,2.992408,3.837867,4.5557947,5.878322,4.5853367,4.615402,4.119038,4.338045,4.4135857,4.859178,5.7174745,2.1600978,5.0668073,4.0635915,5.716241,2.4987888,4.674722,5.0690384,4.3163896,5.1937947
"ARTN",5.7086806,4.960505,5.1374135,2.0033758,5.9986377,0.2020745,4.839836,5.2733517,4.4632325,4.846691,4.576102,5.5905046,4.934235,5.2032976,5.700263,4.5946016,4.517672,4.368197,5.3787856,5.1095266,3.1354184
"SOX30",-0.15940157,1.8318975,1.4974385,2.9866104,3.6158173,2.230834,-0.25606897,3.2699666,-0.89075166,3.1709013,3.5867002,2.9680653,0.9034791,1.368133,1.6653264,3.0628455,2.8126826,-0.0526644,0.8832305,3.8405256,3.5001483
"TBX6",2.5794818,4.4304047,4.246308,4.604988,7.658684,3.009286,4.974423,4.6765943,4.0809994,3.8088202,5.0181327,3.2098155,3.4840045,2.3886065,5.388385,4.0078335,2.910656,3.6285372,4.488002,4.550598,4.168684
"INHBC",6.6549273,6.2013283,6.0678244,6.497452,7.737098,6.531001,6.070758,6.743106,6.2106676,6.3682127,6.9806848,7.2998495,7.10674,5.864014,5.899161,5.919826,6.340644,5.3970165,5.830465,6.2776775,5.752492
"TBX10",4.7124114,3.8555973,4.9487486,1.5193164,5.1149383,3.820738,4.791318,4.685837,4.440785,4.128396,4.888879,4.2972116,4.284938,5.378704,5.787007,5.1432967,4.632975,4.867138,5.0096784,3.3989427,4.402066
"ACAN",5.2708764,3.4131863,4.739053,4.9538474,5.858638,4.5701118,6.473191,6.4800863,5.533426,4.9492326,5.2606945,5.26576,5.9244914,2.872667,4.608781,6.091746,5.624867,5.193264,4.910528,5.508407,5.903285
"IGSF1",3.7177691,3.3467126,4.4027834,4.873226,5.883224,-1.0233579,3.994153,3.2910597,-0.29750946,1.1958823,4.531469,4.3433185,3.8155167,5.192904,4.956081,4.864335,5.1609516,4.5715632,4.2362585,4.169872,3.9610596
"ZFHX2",6.105568,5.663544,5.8831005,5.4257298,7.035294,4.8868732,5.1467695,5.6554494,5.5954123,6.0567145,6.655263,6.4119825,5.9790354,6.078894,5.8554773,5.9782243,5.977368,6.4423337,6.2577186,6.411483,6.590881
"C22orf24",4.6717362,4.665692,4.7426248,5.3004904,4.051146,5.4328218,5.134552,4.84461,5.3059077,4.2062364,5.861931,5.6899967,3.3888562,5.099169,5.3761406,4.858345,5.5612273,5.2368193,5.303095,5.119091,2.4159262
"NLGN4Y",2.6089952,1.1104573,3.9435577,1.5385247,5.071279,-0.3465848,3.6794302,3.4960077,-0.49654993,2.377934,3.548335,-0.057017554,3.1425843,3.9669094,4.048535,3.1564534,1.0968144,0.609516,1.7972136,3.5220926,3.087341
"NINL",4.622409,4.265393,5.696647,4.897274,4.977821,4.270615,5.1055446,4.5580587,3.786339,4.4604745,4.4635386,4.624203,4.541446,5.4057727,5.562392,5.302427,5.1334305,5.6379743,5.623738,5.32978,5.7228427
"SEC13",9.793973,9.568675,9.127021,9.136597,9.632242,9.017216,9.271993,9.172882,9.418541,9.4462185,9.555305,8.810416,9.866068,8.999095,9.091501,8.833193,8.846584,8.864927,9.056779,8.741848,8.857183
"ALOXE3",5.206458,5.3871994,4.3600554,5.1778765,2.6421678,0.011502999,6.1435413,5.2316146,5.2991905,4.3914857,5.8403115,5.0856047,5.0108547,5.2410445,5.128086,4.262958,5.648696,4.916656,5.3038573,5.578195,2.3933234
"SERPINH1",2.9612072,5.8099847,4.1675014,5.7358007,2.0787613,4.1110563,3.3459215,4.7472672,3.3187811,2.7242503,1.888423,5.773615,4.8589845,3.2728643,3.1194093,1.8467447,2.940733,2.876389,2.420362,4.354994,2.0965257
"KRT38",4.157593,2.2120087,4.3604484,1.337348,5.5159216,3.9674997,4.8808613,1.7116828,3.275818,3.3719676,4.8009176,3.6809347,1.7310023,2.9475574,4.4820223,5.2747416,4.0913596,4.392964,4.563832,4.242319,4.802224
"PKP2",6.0963707,5.388785,5.462204,6.461858,3.0329223,6.6642222,6.923127,5.412919,5.078089,6.611467,6.857371,6.6529803,4.5108714,3.8560894,5.222255,5.036965,4.6576667,5.0471416,6.321671,4.3718457,4.2907734
"BTBD2",7.2448387,6.5742755,7.0335464,7.6023116,6.5246453,6.9305115,7.4280467,6.5819283,6.6107874,6.9922423,6.8021283,6.825442,6.5602546,6.916254,7.3449407,6.5438957,7.479627,6.914107,7.3973055,6.539703,6.868886
"POU4F2",3.2297757,0.1584553,-0.8659911,1.5489881,4.791285,-0.08906619,-0.17273697,3.168789,0.38375425,2.5393224,2.4228222,3.1097524,2.914527,0.4848085,0.7612981,0.998852,3.0852058,1.6741655,-0.17128348,3.1886704,3.7077193
"MUTYH",7.252022,6.880384,7.0098243,6.742101,7.2372684,6.178993,6.7264237,7.069113,6.387501,6.666456,7.223559,6.050973,7.5176783,6.5750756,6.632711,6.4403276,7.229588,7.1609516,6.7076864,6.6999006,6.674848
"LAX1",4.9381757,4.2859325,3.3767874,4.5864334,2.1117733,3.7847793,5.2238216,4.5903745,2.710527,4.545178,5.1405888,5.2870107,4.8221097,1.7924492,5.009019,4.6612225,5.398448,5.6600933,5.220487,4.26356,5.271511
"RNF125",5.132387,5.43816,5.4587646,5.5543857,6.5553966,6.5698075,5.8697195,5.5428824,5.6253614,5.920976,5.8478813,6.01261,5.069529,5.878465,5.9850607,6.4070005,6.0314703,5.273207,5.964364,5.7087674,5.1368036
"NCKAP1",9.292709,8.579539,8.664496,11.161192,9.836096,10.206501,9.770682,9.098658,9.882393,8.911175,9.428564,9.659281,9.389436,7.9852543,8.428242,9.056756,8.600426,9.482166,8.808394,8.685117,7.880185
"DOK4",5.300899,4.6350603,4.95838,1.3135134,6.134808,3.9161034,5.61687,3.0436523,3.8459914,4.1383824,4.121648,2.8318157,5.225921,5.482899,4.50634,4.210746,5.120889,5.199379,4.883449,4.5204654,4.607076
"ZNF304",5.9822135,5.9889183,6.096739,5.877232,6.079592,6.2738853,6.4665575,6.101867,5.7303762,5.9277844,6.9236946,6.4446516,5.5748787,6.162257,6.566841,6.140047,6.4293084,6.4149947,6.3907404,5.9097805,5.974197
"ZFP2",3.4261513,4.2268357,3.5739353,4.6002636,5.537313,4.27862,4.4975796,4.4831104,3.8524415,4.0154643,5.4071455,3.527629,3.8899343,4.496389,5.213207,4.345153,4.4004326,4.489275,5.211489,1.8359635,1.248221
"NCOR2",10.020076,9.122666,9.367523,10.254799,10.35752,10.04948,10.153671,9.249566,9.881812,9.946787,9.3423815,8.657214,8.9609165,9.368552,9.722987,9.607129,9.601036,9.426466,9.702734,9.44927,8.787739
"METTL7A",9.559832,9.256327,9.884221,9.733257,9.848945,10.755387,10.475475,9.212827,9.562216,9.544045,8.943861,8.845771,8.054948,10.454078,10.818094,10.199909,10.570451,9.926234,10.732146,10.024238,11.058214
"EGR4",5.4931116,4.317875,4.300022,4.790217,5.136433,4.338868,5.1146884,5.6170235,4.292229,5.3152,5.1165185,5.3770456,4.547578,5.0695214,5.310001,5.208184,5.5653205,5.775315,5.728017,5.1478295,6.1176343
"PQBP1",8.708712,8.043178,7.94837,8.892649,9.262609,8.345416,8.441579,8.1019745,7.7910204,8.081637,8.348802,8.205988,8.124269,7.569198,8.123746,8.066756,7.6698327,7.6900926,7.9656744,7.311218,7.7638664
"SLC5A2",5.6062303,4.5096636,5.5373693,4.2101336,6.3141017,1.2692308,5.43143,5.872704,5.058171,4.7689614,5.433004,5.104688,5.175516,5.7671947,5.4972425,5.8452578,5.073106,6.0793424,5.32385,5.746465,6.0626287
"PRMT8",4.0541053,0.9289883,3.5726655,2.2722545,3.751615,1.0097207,3.0845299,3.8840172,3.9651072,3.4759064,1.5574362,3.797777,1.5603318,4.3709407,4.635565,4.1165795,4.1975513,3.6539454,3.9988844,4.0888367,4.222696
"MGC4859",-0.05410203,2.8380268,3.0680163,-0.7938598,-0.52280253,2.4285629,2.8226283,-1.0139859,-0.19594344,0.36658406,1.7427027,-0.26062998,2.8396394,0.4914431,3.3962295,-0.6138392,2.0918024,2.538839,2.564681,1.9749051,-0.082123175
"CYLC2",0.4141701,1.601444,3.2974908,0.31126064,0.41763157,2.6550548,1.148584,3.2666883,3.230287,3.382421,1.5809784,3.7661886,3.5766127,3.757091,3.1144824,-0.7091454,1.8908758,2.317929,2.4139223,4.480614,3.7679083
"HUWE1",13.6704855,13.704888,13.664199,13.570867,12.655408,13.65742,13.692882,13.698557,13.605738,13.600344,13.726619,13.669553,13.699545,13.660531,13.755742,13.628709,13.66304,13.727717,13.70038,13.566682,13.6185055
"LRRC1",4.381774,4.174618,3.6195946,4.531916,4.435326,4.7014112,4.9631677,4.358407,3.9737985,4.575075,4.143871,5.481749,4.7173986,4.6284614,3.5417247,1.922377,4.95419,4.3668904,4.680684,4.435868,4.1058345
"LRP2BP",2.5404427,5.4267945,4.7062197,5.512344,0.019879127,4.43391,3.0479918,5.0541134,1.4615968,4.2297297,2.0187194,1.8486373,5.643522,4.938423,4.673099,3.8748589,3.7232406,4.06096,2.6379874,4.2614374,5.099996
"ATXN2L",2.2173858,3.9873703,3.266591,4.48848,4.6726694,3.1182177,3.254147,4.426701,3.364176,3.839459,1.4246837,4.44732,0.94055843,1.6891594,2.274667,4.467924,2.766974,2.3794723,4.411826,4.0508566,4.2851367
"RNF10",10.110105,9.825385,9.280509,10.514825,10.6363125,9.628301,10.513191,10.221897,9.225875,9.9879875,10.858137,9.624447,10.191837,9.811514,9.789389,9.967342,9.172268,9.413378,9.455802,9.351057,9.420547
"FCN2",5.221852,4.418855,4.3386426,3.551207,1.7624339,3.3239927,5.2913866,4.3869405,2.7399304,3.1973271,4.4121885,4.8168135,0.6960817,4.0839357,4.6337385,4.7585964,2.8010547,4.487993,4.9764647,2.549525,4.8383446
"PSMD9",7.665529,7.821706,7.4497037,8.280813,8.864634,7.126392,7.8809433,7.381873,7.430875,7.561113,8.004712,6.908493,7.901274,7.5477695,7.735713,7.7261577,7.1645074,7.1229014,7.6002464,6.653358,7.0130715
"PROS1",6.3298144,6.5066504,6.0509834,6.525708,5.3371263,6.096008,5.5613885,5.933366,5.0646515,6.0388756,6.8546576,6.5139146,6.3864284,6.389767,5.937414,5.972414,6.517758,5.868535,5.1329727,5.2618456,5.2483754
"ATP6AP1",7.683839,7.630452,7.509641,7.8586206,7.9062777,7.6111946,7.5720925,8.344943,7.769233,7.759229,8.0721245,6.910397,7.941706,7.370485,7.6155753,6.6647844,7.9014244,7.6122494,7.811147,6.7822237,7.3312373
"F13B",1.8514609,2.300119,3.4408057,-0.8598137,3.4881291,0.12737851,3.116296,4.172342,1.2445928,1.4717382,2.291904,3.2104228,3.965119,2.039176,-0.8816962,4.291731,-0.04683285,3.1222239,4.2407475,2.2431636,2.758639
"FDXR",5.8307934,5.152923,5.4407606,5.893938,7.7726064,5.3110437,6.431845,5.7376347,6.3124056,5.901409,4.7556186,4.6788335,7.146927,5.171574,5.4575596,4.1420403,4.363606,4.0914564,5.3973126,4.1041474,5.633346
"PF4V1",-2.0303483,-0.469144,1.8643496,-1.0760273,0.8036021,2.2200959,-2.0112445,2.7137775,1.3292221,1.6790404,-1.0799317,3.5901587,2.9607306,1.5517083,2.730152,2.834324,0.23295516,1.782449,-1.707284,-1.3181238,1.9460667
"ABCB4",4.2248816,6.1417875,5.1657257,3.272468,-0.38554704,3.1191802,2.651259,4.0663943,2.7488036,5.035208,5.2301216,0.6380267,1.4942243,6.4337363,6.957039,7.212316,6.6881547,6.4710617,6.785939,6.249815,6.8851666
"ADH1A",5.036097,4.3840814,4.1732984,4.182495,1.5480282,4.3327794,5.0142455,5.235381,4.1163588,4.2659855,5.3601093,4.2170734,4.302555,5.449663,4.5164876,4.4436245,4.978651,5.20253,5.0472417,3.9892094,4.6482673
"ID3",7.651201,8.244996,6.6957436,7.2593665,6.6312385,8.573157,7.976272,7.5671687,6.5819144,7.04937,7.6072974,7.9277577,8.709247,7.0487056,7.3959846,5.7341638,7.12497,6.7078567,6.755442,6.234724,6.041413
"SNCA",7.4650526,5.6325936,5.9414783,4.5804996,5.772193,4.8949304,7.51409,6.671846,6.4486156,6.6193886,6.7387624,7.1700153,6.679478,7.4650073,6.6544847,5.714324,7.539931,7.5987024,7.5358424,6.2728744,7.4005384
"CENPF",1.0677335,4.1868467,4.390358,3.8489358,5.5096474,1.7312547,4.3539953,4.3514047,3.571032,4.8527193,3.4588006,4.0004444,3.5784376,4.267103,4.1060314,4.438118,5.019505,1.8035084,3.3342898,2.3568754,4.9029408
"BNIP1",7.292659,6.1457376,6.5739837,6.933481,6.9230523,6.277152,6.832079,6.2242665,5.770781,6.198778,7.2993917,6.4011316,6.3710036,6.385321,6.9118037,6.4980145,6.617491,6.634938,5.911603,6.109843,5.858593
"PPP1R8",8.248904,7.2387314,7.527072,8.626311,8.810102,8.0212145,7.995563,7.904324,7.4924827,7.046557,8.403753,8.114591,8.244485,7.3660116,7.8145328,8.045513,8.026394,7.573655,7.632644,7.3522363,6.94442
