"","GSM333436","GSM333437","GSM333438","GSM333439","GSM333440","GSM333441","GSM333442","GSM333443","GSM333444","GSM333445","GSM333446","GSM333447","GSM333448","GSM333449","GSM333450","GSM333451","GSM333452","GSM333453","GSM333454","GSM333455","GSM333456"
"ZNF114",5.123709,3.791464,0.87070304,3.3860447,5.2784743,1.2017154,3.3624184,3.8908684,1.765697,3.6542864,3.8392558,4.9367356,1.405938,5.0515366,4.111603,3.7544336,3.9622216,1.9509717,4.244745,2.5191853,4.378344
"LINC00208",4.192902,4.4717865,4.7436695,4.098022,5.216862,3.7890415,3.9490504,5.643109,3.3915267,3.1311116,5.0497303,4.9825873,5.060846,4.3857875,4.8086534,4.4746513,4.340311,4.8561893,4.4211397,4.8430147,5.0204554
"DNAH6",4.4836836,0.27151403,2.982404,4.211602,3.1021955,2.2188911,3.7846577,4.555396,3.5003846,3.9720032,3.0432007,3.8485026,3.2726371,4.5045795,4.062,4.2550836,3.1857898,2.355746,3.6008708,0.5628161,2.010126
"CBLL2",4.267948,3.469217,3.504817,3.3416116,1.9980059,3.392013,3.9440444,4.7820487,2.810294,3.7423904,4.9489865,3.7437074,3.799595,4.1900697,3.9605582,4.580618,4.696056,0.45218393,4.2449617,3.8389468,4.2234297
"DNAJB13",5.739456,2.227491,4.594389,4.2231035,5.1216626,4.7073016,5.0313463,4.654449,4.7405553,4.829219,5.0729837,4.9912815,5.3423676,5.3358216,4.2862864,3.6902492,5.3749814,5.312913,5.508144,5.165943,4.5931005
"HAS3",5.295472,4.474377,3.78303,4.570572,5.0493865,2.8932629,5.343892,5.4563456,1.4053835,4.5791774,5.244781,5.353561,5.418281,4.1468053,4.9746394,4.9980726,5.464666,5.693715,4.925805,4.5809565,5.032722
"C11orf65",0.44524503,2.5075274,0.51392287,-0.25312775,0.19731764,0.40311748,-0.10789619,-0.6703129,-1.5352923,-0.06717854,1.8194909,2.6158886,3.2732456,3.9360538,1.7250035,0.70237213,-0.037390422,0.55575734,-0.21468043,-0.31096563,2.6189218
"OR5P2",1.3894956,3.2752414,3.0167959,0.20282152,4.0824475,4.0154347,0.30647907,3.5555496,2.7093575,0.07029671,2.742653,1.0902141,3.095261,1.3043922,4.5809603,3.5421937,3.9783216,3.9504957,2.4941175,1.2329487,3.4655924
"RECQL4",4.965011,4.5017424,1.8262396,1.6581432,2.3400931,2.729535,4.7576923,4.920861,2.3573332,4.8635855,3.7338736,2.9299567,5.122009,2.9747744,6.045118,4.605881,3.2188733,3.550819,4.372873,5.1963863,1.376572
"ADGRF3",3.5942445,3.7700455,3.7993245,4.332224,0.9105214,1.2696111,4.462091,4.118106,4.1503706,4.3506155,4.6921945,3.1208937,3.4434962,3.076266,3.7444324,4.1577578,3.4717908,4.9912453,5.069991,3.9806309,4.599745
"SMCR5",2.4713569,4.5666327,4.00319,4.5300126,2.444621,4.0071683,1.3564519,4.70274,4.359717,4.4845634,1.8670627,3.3018172,4.217077,3.9393303,4.212493,4.1864476,4.428323,4.4026656,1.8767784,5.2116985,2.7095053
"NOX5",3.688215,3.0169134,1.5449153,2.9795685,5.0819983,3.1300244,2.2652774,3.5608826,4.0729837,4.003624,3.3551264,3.075131,3.716175,3.760576,3.1915405,4.476911,3.1428432,4.2787766,3.6685536,4.0303984,4.3780503
"DAOA-AS1",3.464664,2.474318,2.4845345,-2.0040548,-1.2777733,-0.85980946,0.24002804,1.1799569,1.3105336,-0.7544306,-0.8563815,0.13525932,1.9070538,0.50920707,-0.3884341,-0.15637793,-0.039791208,-0.43297023,0.12312727,-0.29090503,0.6879303
"ADGRF2",1.3680673,1.1444339,3.4797192,1.03826,1.3097637,1.3453181,-0.87356085,0.0033729335,2.8227963,1.9381366,-0.7928124,0.055931944,0.43638164,2.978947,4.0962195,1.3644159,2.3740425,3.625456,4.081453,2.73319,-0.58296824
"PSKH2",2.4350731,2.8845086,4.4480367,1.0777576,3.822309,1.0991887,3.3758702,4.2764225,2.9019194,3.2405238,4.4576197,4.389598,3.7545269,3.527714,3.321436,3.9614887,4.677403,4.0869684,1.8552065,3.3099918,1.1768426
"MOGAT1",4.46177,1.4268316,3.9893217,5.2121973,5.599177,3.0412855,3.0684536,4.3750615,3.4902413,2.2798953,0.28858054,1.3371073,4.722464,5.367854,5.136258,4.091557,4.7551007,3.476616,5.5656586,4.668223,2.5815492
"GPR78",4.710946,5.2906804,4.729798,2.389463,5.0390534,2.8247423,4.8073683,4.9727225,3.73065,4.5852714,3.880625,3.1711237,2.397279,4.462256,4.783868,3.7427156,2.1051135,0.71993566,4.049978,4.505642,3.7280617
"ASB11",5.3287964,7.873685,7.3292403,5.4096236,5.018437,4.9639955,4.164054,5.6083307,6.015942,4.175196,6.8502507,5.550057,6.7697277,8.042931,6.4111085,7.7426577,7.026991,7.456255,8.231735,7.1463127,8.155753
"OR5P3",3.171376,3.5013483,4.0068874,1.3082064,4.9038076,3.1004949,3.0879703,2.5513043,2.8343592,3.5720794,4.2815795,3.5338094,2.0004725,3.9390876,4.5046844,3.899839,2.335446,3.1818678,4.3591743,3.7962253,1.8173199
"TRIM40",3.9374437,0.50699514,4.15664,2.171502,1.5264037,1.4136367,3.2838342,3.1722114,2.756754,0.99550265,3.465258,1.7619265,2.1098702,3.4264457,2.8145895,3.4038174,3.8838992,4.2462473,4.5719256,4.2180185,3.4131994
"STARD6",0.7795247,0.43009457,4.10944,4.2703214,4.758359,3.592338,3.2298896,1.2399998,2.9112525,2.7005816,3.6565936,3.893533,3.2634568,2.0492878,1.4098265,1.1052395,0.5476665,2.5983036,0.3518212,0.5916011,4.003441
"C18orf12",4.175731,3.9530456,3.376383,3.6478114,3.7742603,0.38007724,3.9967904,1.2380562,3.285269,3.5301871,4.5634828,0.9168546,3.9918218,4.2297816,3.8277845,4.252362,5.289486,4.833299,4.44742,4.4374733,4.7735686
"TIGD1",7.8218603,6.058073,6.187473,6.799583,6.5501375,7.3289685,6.5838156,6.1094537,6.5557184,5.4670267,6.231378,5.859031,6.477204,6.352137,6.701201,6.0103498,6.6929626,5.983048,5.8847136,5.2856503,5.333176
"NFX1",9.295382,8.714671,8.955393,10.10322,10.530673,9.22357,9.259928,9.208242,9.29029,9.287957,9.836454,8.766023,9.465235,8.13701,8.987769,8.763982,8.856269,8.393154,8.513403,8.256191,8.324417
"LOC652276",5.728212,4.144241,2.647223,4.9377604,6.307254,3.8603356,4.6738267,3.3520527,2.7382545,1.6954627,3.4325573,4.3311024,4.90272,5.3154554,3.113154,3.197305,5.2102532,2.3677366,3.5449579,2.8365557,5.2614346
"ANKLE1",2.0552015,1.7677858,4.672773,0.48860678,3.8924909,1.0182871,1.8588114,2.1295373,-0.11961616,4.123285,3.8373895,1.7192942,1.6203147,2.7735195,2.9482307,0.1399293,0.08099737,0.8632327,1.0968231,0.90644115,2.455
"TAPT1-AS1",4.8525395,5.015819,5.168095,5.743608,6.4573984,5.4872355,5.643717,6.055521,4.8633757,4.775915,5.4266863,5.200347,5.216397,5.177535,4.964285,4.63674,5.4457273,5.154546,5.2040715,4.123158,5.0242314
"ATP6V0D2",3.5833523,3.765429,4.7764916,2.3257027,5.1189666,4.8852468,4.8356647,4.4944935,3.8702457,5.114124,3.9959676,4.6183443,4.3691163,4.1874533,4.5089226,4.3868375,5.050629,5.2148194,4.9356394,4.394223,5.081227
"LHX4",4.064176,4.112161,3.9727352,1.5834202,5.3563013,3.6458004,4.579742,2.8845377,3.98584,3.2226567,5.034844,3.2555046,4.1633897,4.6658406,4.5926266,4.8929954,2.4809875,2.4105017,4.238461,3.6472852,5.1207275
"DNAH11",1.9019303,1.49793,4.1444716,4.020768,5.452959,3.3692262,4.2476597,4.1947107,4.3083663,3.7986493,1.8555803,3.1512673,4.4594626,3.1769629,4.5190005,1.961113,1.5419592,2.9171684,4.7700343,3.4013638,4.436139
"PROSER3",5.8251076,5.0511837,4.8998566,5.048268,6.3411016,4.910339,5.119938,5.2888637,4.6675396,5.4735007,5.573439,5.3251853,5.2558446,5.0349083,5.0613914,5.591729,4.4108086,4.4638653,5.6012416,4.9386225,4.8911448
"ZNF777",6.731963,5.835877,6.039014,6.510545,5.846169,6.10014,5.748777,6.8587103,5.773521,5.9027295,6.490738,6.389392,6.477768,5.329836,6.4934373,6.379839,6.136554,5.5057397,6.093418,5.5851617,4.246302
"SH2D1B",6.293811,8.2376,7.00373,9.055788,-0.66913056,8.070904,5.9349666,5.0466495,6.773125,7.7864575,4.627685,6.363369,6.1309805,5.443505,5.30359,5.0854435,5.916148,6.3725266,7.350903,5.966271,6.987901
"SSTR3",5.0320334,1.9738368,4.6900787,4.602771,5.3405647,3.5547135,4.0463104,3.893055,4.0154696,3.3410244,2.8170335,5.0846033,4.665327,4.2968535,4.6678414,4.2372003,2.6263263,2.0421185,1.4868301,2.090857,2.8600643
"ADAMTS19",4.4095583,6.0653033,5.2907786,4.4198136,4.990003,1.5212314,0.7622498,2.8538034,4.0447536,0.58386284,3.55147,2.6729898,0.48895648,4.5849257,5.589629,4.28673,4.8137155,5.2258577,3.6630301,4.7738767,3.4737036
"RASEF",6.639536,7.929015,7.782993,7.872414,6.0911784,6.7252893,6.646146,6.3701787,6.898814,6.674975,7.3200135,7.0415726,6.8559494,7.132534,7.3595214,7.338384,6.696424,7.204113,6.9206004,6.7898,6.4843683
"ZNF441",4.0517745,4.02222,4.8104076,3.5121005,3.8686655,2.9182749,3.5831974,4.860558,3.801595,4.133678,4.887414,3.7778428,4.961314,4.7033944,4.665631,4.32436,4.215495,3.7746189,4.5206923,4.458148,-0.716015
"STOX1",1.5766981,1.5074426,-0.08816707,4.2103176,4.1108947,2.8805413,1.3364488,1.18345,0.27861407,4.462921,0.27357978,2.3301027,0.58960533,1.2195628,4.796854,0.17944354,1.3311517,0.3698771,0.029267002,2.115614,4.219328
"MIR1-1HG-AS1",5.6003594,5.2544336,5.6438847,5.125776,5.601058,4.805842,5.8330436,6.114867,5.599905,5.522635,5.652292,5.7663045,5.102413,5.4689174,5.986285,5.9880676,5.980588,6.110413,5.61354,5.788127,6.231263
"KRT78",5.6708007,4.160449,4.2225633,4.4169793,4.667517,3.9912677,2.6531272,5.037062,3.6506596,2.0622241,4.7744436,3.9087522,3.2673247,4.266333,2.644761,4.837838,2.6782866,5.0025163,3.0710812,3.3997605,4.5681124
"ZNF41",5.311575,5.0366116,4.4046693,5.2171493,5.863655,4.8548994,4.836146,4.5048413,4.5736604,3.9463596,4.92771,5.437625,4.942468,5.2767024,5.12496,6.3815503,4.185721,5.9448123,5.5923467,4.475926,5.7908854
"ZNF583",5.727785,4.683498,5.4214077,4.7056503,4.838007,5.020593,5.084756,5.7412963,5.875088,4.8796473,5.902448,4.8117056,4.9356146,5.432848,4.248008,4.728415,5.0085816,4.9247804,5.7629995,5.0237155,5.5696783
"OXER1",3.4451334,5.1234565,1.455671,6.2128806,5.1002707,5.3436804,4.546547,5.0200944,3.6594706,4.6989512,5.677152,2.7528079,3.683037,5.011459,3.9048471,3.0154955,4.1983066,3.6588993,3.2158868,3.5380955,3.5666814
"CCDC89",0.5423182,0.31298596,3.2032392,-1.2028313,2.2951872,0.97294766,2.5852218,2.527989,0.10494005,2.759451,-1.2387921,-2.346341,3.0440593,0.9053177,0.8203693,1.9031758,3.2796652,1.0673511,-0.08011457,2.567275,4.3584056
"PCDHAC1",4.052649,3.7404492,2.0355608,3.6141942,4.8350983,4.278561,4.189199,4.16179,0.37673917,3.979812,2.5738642,4.5409203,3.7332277,1.7212498,2.5808532,2.832968,0.24437225,3.694502,4.132538,4.4528394,2.4666822
"HIPK4",4.0930386,5.9536557,5.2471194,4.4865665,2.4121675,4.2627482,6.066696,4.8363876,2.1262996,5.106482,4.82664,5.3401713,4.0951014,5.5600996,4.8782372,6.3965254,4.8538675,5.596137,5.0421286,4.41445,5.8489017
"FAM124A",2.891979,4.4305854,4.190708,4.5324616,4.918787,1.802262,4.5847397,4.9388876,1.6503899,2.030547,4.252012,3.965493,4.782437,5.083058,4.7894716,5.0116835,2.4711623,5.4125657,2.541679,4.8852186,3.005408
"NKAIN3",4.630614,2.080654,5.0200896,4.7536373,6.1494517,3.9323702,4.351419,3.797657,4.443962,2.1439424,2.6395633,4.8354826,3.6092265,1.634487,3.5834508,4.666712,4.412381,3.4225483,4.241932,3.5355175,2.3513799
"CCDC57",4.8335295,3.705847,4.622171,5.1479115,5.993374,4.6200542,4.3086944,4.958729,4.5903325,3.265447,4.0824447,4.675967,4.4075127,5.3494086,4.79052,3.142139,4.3226566,5.349573,4.8913302,4.306693,4.8495836
"ASB16",6.745649,7.7973304,7.274242,6.2434,5.71366,5.659634,5.7306976,6.837097,5.7089844,6.013454,7.209679,6.4625173,6.653327,7.0530324,7.217124,7.976988,7.305751,7.177422,7.353269,6.4784274,8.1358185
"SYN1",6.1857853,5.020266,5.1795187,4.463773,5.5786834,3.0712252,6.3234015,4.788782,4.6835303,3.9003036,2.5680213,5.3712873,3.93554,6.0514956,6.568299,5.944036,5.1535096,5.294013,5.04535,1.6020029,5.5365705
"ZNF718",2.8544846,2.8176877,3.470091,3.2716362,3.5000527,3.6438525,1.8041482,3.1016219,3.5755997,1.7085217,4.3090053,4.4334536,3.7514248,3.3642886,3.0198462,2.9889076,3.8371692,2.362574,3.2298975,2.5801268,3.5010662
"RAD9B",2.2922337,-1.5481381,0.8585657,0.52205455,0.34729004,3.5502782,2.7847207,0.28701398,2.7012243,0.03351576,3.2026947,2.1286275,3.1150248,3.946102,2.8286893,4.342743,2.4952323,1.0499744,3.8686125,-1.0208935,3.9687562
"ZNF555",5.4265037,5.970601,5.1394467,5.39926,6.5938277,5.626338,6.951357,5.681512,4.5671945,6.1435313,5.9176583,5.7267556,6.259664,6.149306,5.6054964,4.862972,5.9794316,6.0504775,5.0744524,6.043008,5.6898355
"NYAP1",4.8035,2.947923,3.947256,4.35352,4.8801155,3.3652532,4.7938523,3.7070568,4.3860784,4.1757927,4.4769344,4.0226607,4.6579013,4.1808324,3.9883952,4.4806223,4.4236965,4.408742,5.267552,4.7871685,4.6022453
"ADGRG7",3.4372687,2.9122531,2.0067835,-0.9833264,4.338951,0.85171646,0.5952611,3.8065002,-0.26025224,2.357565,2.4244967,3.0505877,6.228382,2.9984136,-1.2381481,1.1553411,2.9862738,0.22147457,0.8729804,2.3133678,-0.2524413
"CSF3R",4.842984,5.6136236,4.0376415,5.095157,6.393952,3.330909,5.3585224,7.2509108,5.600913,6.191546,6.4792676,4.404196,5.5504036,5.0718207,5.020337,4.4766946,4.246683,5.8142104,5.7117724,4.8104806,5.449899
"PLB1",1.4732294,2.3386557,2.0031123,3.2661445,0.591493,3.7618904,1.4487826,1.1641223,2.780489,3.567096,4.150463,2.9260726,3.7658288,3.9616048,2.3981256,1.273668,4.5338597,1.4946916,2.1764326,3.4664435,2.0934556
"C20orf197",1.2603937,-0.141745,2.641459,2.360473,-0.73187524,2.6869845,3.0922859,2.3551028,1.1832479,-0.046518426,3.6086988,-0.9894016,2.3692677,3.238568,2.9368997,4.193631,3.3888376,3.8494887,4.188221,3.5218847,3.5918794
"GPR82",4.3194675,-1.7474834,3.31413,1.1510563,3.7857134,1.7422369,2.578211,-0.7562117,3.651234,3.1052184,3.93461,3.652711,2.724495,2.9173846,4.4753275,2.6782236,3.877441,4.5808077,2.0741,3.8343005,4.5838356
"SULT1C4",4.046403,3.3736737,4.360463,2.5355732,4.884997,3.1013904,0.62840825,3.07275,2.9463518,3.502084,4.5249815,3.3217537,2.4918885,2.879481,4.1742773,4.4376163,4.193728,4.2391825,4.512403,3.5256255,3.8420026
"RXFP2",2.1240757,2.7218926,4.169019,3.7705066,2.2609413,-0.42796063,1.5738838,3.8166814,0.8181447,4.00256,3.4298434,3.7075958,4.18168,1.3952681,3.4096668,1.1899438,3.5883949,1.950856,1.068435,2.0802157,1.8347231
"SSMEM1",3.9310825,3.5540886,3.2845335,3.2017918,0.23735848,2.5941703,4.021213,0.73985094,2.3578672,1.3924584,4.869585,3.8701704,3.4638877,3.4777815,2.627824,2.1375635,2.9882507,3.797425,3.310083,2.1187468,-1.5096403
"BASP1-AS1",4.43631,3.2678409,4.621239,1.2609736,0.1519818,0.60090756,4.2084174,1.7621346,3.3744276,1.3433133,3.8683891,4.6658854,0.47745144,3.2885854,4.076355,2.9499724,3.6590357,3.5181873,3.9040413,0.9106691,4.4665513
"LINC00889",1.9880898,4.8934736,3.9998603,5.0930023,5.853637,4.093959,4.8511868,5.6231537,3.7953537,4.5666265,4.83029,2.035756,5.038212,3.8819325,4.9283423,5.0029473,4.301052,4.7665977,4.1206155,3.035177,4.5873895
"LINC01600",1.4450328,2.9323053,2.881077,4.0662856,2.2988832,1.1522022,2.8203704,2.449301,4.508327,0.9655046,3.7110052,2.7136014,2.6344748,3.9319417,3.6535757,4.8048825,1.6424252,3.6670678,4.449054,4.407024,1.9966633
"DEPDC4",0.25527152,-1.3641124,3.8987253,2.5276716,4.290514,3.6474297,3.5681412,2.596212,1.2222003,2.3293715,3.3814862,3.7699807,3.8970666,3.211939,2.699374,1.2714983,0.57420975,1.5745349,4.509018,1.1387377,1.0357792
"FAM129C",4.989879,3.8760166,2.851536,4.1385913,2.8855727,2.3844838,1.4779828,3.4572465,2.2551625,2.036464,4.2935615,3.5641887,3.1140826,4.5799837,5.001918,3.687501,3.0884025,2.9749162,3.429347,4.3013616,4.9426107
"WDR64",0.1676639,1.4903445,-0.09555492,2.643669,3.996336,3.1780412,4.004095,3.2775686,0.30588946,2.8249526,3.7700186,3.0477996,1.4314673,1.9711652,3.0872338,2.9016023,0.99309504,3.6978736,3.4052272,3.1866786,4.0829577
"AXDND1",1.5719566,2.877242,2.7114675,3.41873,-0.31136167,2.5959244,2.1845453,0.7557969,2.3224416,2.8778267,3.4814117,-0.48614427,0.30711254,0.98856556,-0.085399814,3.4214501,3.1383455,1.8991494,-1.1996473,3.6985726,2.9489083
"MFSD2A",4.108053,3.792569,3.3348815,1.436722,2.3619533,4.0709205,4.0657535,3.521938,3.7350285,1.3545038,4.049642,3.507738,4.3017516,2.1698236,3.7689142,4.1732225,4.161802,4.056109,4.4702125,4.1063547,3.802289
"CXorf58",4.4059844,-1.1587465,3.3024728,-0.21340162,3.5652664,-0.9242568,3.0377657,3.662517,3.1872764,0.31109747,0.44966277,3.8336618,3.4197102,3.966766,3.9217882,2.8325028,4.0030384,1.5596133,3.6216524,3.803033,3.22881
"CD200R1",4.901848,3.1835778,4.876098,3.4698484,4.2367344,2.8579152,4.309746,4.911227,4.539209,3.9310002,5.2267194,5.930265,3.7610278,4.251189,4.3466406,3.8226113,5.021672,5.248262,5.108404,4.0819283,4.6594567
"CCDC13",5.041125,5.062028,3.3743134,5.3352566,6.436817,4.0372705,5.5052853,4.4475756,5.503676,3.518468,5.787131,5.438939,5.0439434,4.604985,4.159195,4.759685,5.1470313,5.8310747,6.035177,5.4821634,4.0513864
"MRGPRX1",0.22778323,2.8758879,0.31886905,0.36081895,0.61112016,-1.1689321,1.9065942,3.692385,2.9798582,2.9780912,4.4204497,3.895574,2.5573475,2.5078435,3.2803648,4.873441,3.0667171,2.222898,-0.25765982,3.5422416,0.5405588
"SALL3",4.3729296,3.3809705,2.5269146,2.8481994,5.445353,2.9602802,4.1827474,4.0539985,2.1965156,2.5808892,3.8669438,1.5335938,0.9250773,1.8510429,3.8535857,2.4024644,1.9809605,1.3433896,0.8645555,2.8901336,4.349525
"C11orf44",3.867245,1.8331039,4.3346004,3.5551913,-0.14439854,3.1233385,4.3663526,4.4912167,3.2991087,3.1645825,4.0193725,3.675634,3.223396,3.3464227,4.469909,3.4997008,3.4230318,3.479174,4.362427,3.949578,4.857532
"CYP4Z2P",2.8986175,1.7626532,3.0740347,0.14675821,3.545901,1.1591822,-0.01745521,0.6997745,-1.3625407,-1.3870237,2.2256918,1.43609,-0.321822,3.9697583,3.6088402,4.4430666,2.109574,4.6266313,0.109409995,3.01623,0.29727232
"C1orf127",1.4299858,6.078536,5.556608,4.16284,3.5211961,0.85995615,3.1456301,2.2771478,3.6223154,4.7048836,4.258424,1.4184693,1.6681701,5.6303015,5.754408,6.6681347,5.86455,6.7643757,7.2422285,4.9445033,6.8864493
"AGBL1",6.518946,6.8102493,7.599306,5.101757,6.120165,6.3067303,6.184646,5.472746,5.5686088,6.8051786,4.4230986,5.5521235,4.8922544,6.9685187,7.0450573,6.452832,6.578478,6.009154,5.6818185,6.818158,6.1084723
"LINC00304",5.0245233,4.6053514,5.0123525,3.3860078,4.8168945,3.5152986,5.004758,4.320529,3.6414585,4.1276636,3.6503098,4.393879,4.1814895,4.3503075,4.2705812,5.299316,3.0276759,4.8205147,4.970032,4.4852858,4.633809
"MYO1H",0.026899422,-1.0956309,3.28871,-1.3079953,3.7717576,2.8522215,4.4541726,3.7137592,2.4642267,2.8902328,0.5115552,3.4736845,3.5145469,1.8510673,-0.14725125,1.593289,3.521207,4.4199557,3.9050202,2.3650358,2.8319027
"ASB14",4.419884,5.121576,4.360265,3.7639246,4.459869,4.0344963,5.1238327,4.5574656,3.5625541,3.5576675,4.6487436,3.8098133,4.2765317,4.3987207,3.6891224,4.8079395,4.640574,4.52619,3.95788,4.63657,5.3702116
"CFAP47",5.1164923,3.7793164,4.450219,4.5863223,3.90505,3.2802086,4.5327554,4.785971,3.9859543,4.3236976,4.602109,4.737917,4.6740594,4.6902356,3.9724236,4.8594317,4.7621045,5.0899086,4.4751406,4.7333665,4.1066055
"DNAH17",3.3212767,0.7633347,3.580375,1.7951608,5.0607758,3.5829947,0.2893964,2.2918947,1.171157,3.3630471,3.5998623,2.0559049,4.4442654,2.1960387,3.9892297,4.668868,0.5308252,3.600416,3.8625398,3.2667077,4.565402
"SLC35G3",5.5678663,5.0515966,6.6994777,4.685531,4.8099036,4.928792,5.3177304,5.8431787,5.5340805,5.72936,5.378699,5.930097,6.9226346,5.4761686,5.296047,5.364878,6.045041,6.4159746,6.026192,5.530618,5.821423
"LINC01931",4.9483604,4.104931,2.066681,-0.42606023,3.8979602,3.0955243,1.7098379,1.9127572,4.4215455,3.859014,2.4547675,4.9224987,4.155361,2.2845623,4.3329926,3.9918027,3.0923548,2.015361,2.0637755,4.8513737,3.4204397
"LOC100288966",2.3333097,2.5201635,0.5723056,0.3932244,1.8942573,-0.555221,-0.7059868,2.7437916,-1.3132777,3.144665,-0.051115405,1.5312444,1.1006966,3.1244247,3.080259,0.6917593,2.2655737,1.9986324,-0.506581,3.3348374,1.0333544
"TMEM145",3.3428473,0.6596422,3.8217745,4.6974387,4.563833,4.182964,4.015436,3.5541828,3.8927658,4.835828,4.070124,3.7477074,3.0821805,3.1811182,3.3281446,3.3737774,1.8198005,3.8731034,3.5791523,2.7496479,3.9690518
"CCDC140",4.8607855,4.1471515,4.8104672,3.4676938,4.321119,3.8883505,1.7815092,3.6038995,4.503136,3.998753,4.3166637,4.421983,4.8858557,3.9562116,3.5131822,4.1454506,5.651721,4.6683707,4.350095,3.795656,3.8253522
"TDH",2.11476,1.4939299,2.426157,4.4919214,4.3018093,3.2587025,2.5499423,4.5827503,3.55789,2.1839008,3.962179,3.553833,4.15686,4.6694145,2.0377433,4.036159,4.7105517,3.3122954,4.084094,4.837522,2.547825
"SERPINA9",4.803665,4.6093807,4.743952,4.5935826,6.1133146,2.27176,5.3488092,5.1583633,3.6148238,4.0098534,4.6777844,4.859789,3.9687397,5.116669,3.686895,4.8637905,4.729954,5.765631,5.158573,3.9709935,5.3711343
"GPR6",1.5918666,4.323824,4.4696894,4.452045,1.3781987,3.3313403,4.6322813,4.545169,4.769027,3.9208033,3.2213726,4.355048,4.43804,2.0700421,3.737767,4.5340376,5.0765505,5.1642294,4.644268,2.5433033,3.9255729
"HOXC12",4.3236027,2.2805593,3.6318192,3.1292064,3.7774513,1.7960516,4.078745,4.850445,1.631813,4.026689,4.543698,3.8699858,3.2782388,4.2963185,4.302842,4.1456704,3.2974854,4.4349117,4.72202,4.164656,4.3171363
"VNN3",5.0003743,3.8266969,4.321984,3.6275165,5.072155,3.3865552,5.1260223,3.9957435,3.7474785,4.9971986,4.6435423,4.483788,2.7324758,2.9705896,3.7440743,4.596093,5.127545,5.3214116,4.708199,3.2473438,3.6331117
"NLRP10",4.1888947,3.8957717,4.0257335,3.4282484,1.5686796,4.251936,4.618327,3.3840172,3.7878935,4.3130326,2.9392586,4.5618577,3.9014516,4.2353435,3.6709414,2.906641,4.356722,4.484507,4.300079,1.7552974,5.1753354
"RANGAP1",6.6071935,6.648621,5.943228,6.865007,7.6384854,6.168682,6.3042316,7.2665434,6.5421057,5.4833484,7.3059373,6.8074756,6.691823,6.466876,6.358039,6.009852,5.5625844,5.8300824,6.37744,5.771272,5.8636084
"COX1",13.879674,13.768484,13.804486,13.667245,12.520052,13.653993,13.767418,13.774936,13.722151,13.549066,13.869116,13.769489,13.826896,13.663288,13.809797,13.823385,13.787559,13.793683,13.75464,13.787672,13.699514
"VN1R2",2.9127395,4.4762864,2.634147,4.370569,4.390819,0.9739711,0.9715691,1.9555057,2.8225865,3.1950943,2.8207762,3.8214288,3.7262542,3.4779332,3.0619354,3.8846743,1.5414526,4.3518577,3.6988192,3.7337637,4.771791
"ND2",13.621698,13.317565,13.309707,13.507279,12.576464,13.4684,13.518064,13.524961,13.234497,12.421643,13.632265,13.515141,13.49547,13.528719,13.587217,13.589207,13.327437,13.691206,13.61466,13.430617,13.472108
"TAS2R40",3.0350442,2.783778,2.9773,2.6517882,-0.005359808,-1.699356,2.9939826,4.222381,1.6418974,3.9547365,4.20278,3.9506576,3.3147705,0.80347973,1.0224932,0.3823314,-1.4216472,4.677282,-0.061796878,2.8584356,2.6409247
